Decade,Year,IssueDate,Song,Artist,Lyrics
2010,2017,February 1,"""Chantaje""",Shakira ft. Maluma	,"Cuando estás bien te alejas de mí
Te sientes sola y siempre estoy ahí
Es una guerra de toma y dame
Pues dame de eso que tienes ahí
Oye, baby, no seas mala
No me dejes con las ganas
Se escucha en la calle
Que ya no me quieres
Ven y dímelo en la cara
Pregúntale a quien tú quieras
Vida, te juro que eso no es así
Yo nunca tuve una mala intención
Yo nunca quise burlarme de ti
Conmigo ves, nunca se sabe
Un día digo que no y otro que sí
Yo soy masoquista
Con mi cuerpo un egoísta
Tú eres puro, puro chantaje
Puro, puro chantaje
Siempre es a tu manera
(Yo te quiero aunque no quiera)
Tú eres puro, puro chantaje
Puro, puro chantaje
Vas libre como el aire
No soy de ti ni de nadie
Como tú me tientas, cuando tú te mueves
Esos movimientos sexys, siempre me entretienen
Sabes manipularme bien con tus caderas
No sé por qué me tienes en lista de espera
Te dicen por ahí que voy haciendo y deshaciendo
Que salgo cada noche, que te tengo ahí sufriendo
Que en esta relación soy yo la que manda
No pares bola' a toda esa mala propaganda
Pa', pa' que te digo na', te comen el oído
No vaya a enderezar lo que no se ha torcido
Y como un loco sigo tras de ti, muriendo por ti
Dime qué hay pa' mí, bebé (¿Qué?)
Pregúntale a quien tú quieras
Vida, te juro que eso no es así
Yo nunca tuve una mala intención
Yo nunca quise burlarme de ti
Conmigo ves, nunca se sabe
Un día digo que no, y otro que sí
Yo soy masoquista
Con mi cuerpo un egoísta
Tú eres puro, puro chantaje
Puro, puro chantaje
Siempre es a tu manera
Yo te quiero aunque no quiera
Tú eres puro, puro chantaje
Puro, puro chantaje
Vas libre como el aire
No soy de ti ni de nadie
Eh-eh-eh, nadie
Eh-eh-eh, nadie
Eh-eh-eh, nadie
Eh-eh
Tú eres puro, puro chantaje
Puro, puro chantaje
Siempre es a tu manera
Yo te quiero aunque no quiera
Tú eres puro, puro chantaje
Puro, puro chantaje
Vas libre como el aire
No soy de ti ni de nadie"
2010,2017,March 1,"""Despacito""",Luis Fonsi ft. Daddy Yankee	,"Ay!
Fonsi, DY
Oh, oh no, oh no (oh)
Hey yeah
Diridiri, dirididi Daddy
Go!
Sí, sabes que ya llevo un rato mirándote
Tengo que bailar contigo hoy (DY)
Vi que tu mirada ya estaba llamándome
Muéstrame el camino que yo voy
Oh, tú, tú eres el imán y yo soy el metal
Me voy acercando y voy armando el plan
Solo con pensarlo se acelera el pulso (oh yeah)
Ya, ya me estás gustando más de lo normal
Todos mis sentidos van pidiendo más
Esto hay que tomarlo sin ningún apuro
Despacito
Quiero respirar tu cuello despacito
Deja que te diga cosas al oído
Para que te acuerdes si no estás conmigo
Despacito
Quiero desnudarte a besos despacito
Firmar las paredes de tu laberinto
Y hacer de tu cuerpo todo un manuscrito (sube, sube, sube)
(Sube, sube) Oh
Quiero ver bailar tu pelo
Quiero ser tu ritmo (uh oh, uh oh)
Que le enseñes a mi boca (uh oh, uh oh)
Tus lugares favoritos (favoritos, favoritos baby)
Déjame sobrepasar tus zonas de peligro (uh oh, uh oh)
Hasta provocar tus gritos (uh oh, uh oh)
Y que olvides tu apellido (dirididi Daddy)
Yo sé que estás pensándolo (eh)
Llevo tiempo intentándolo (eh)
Mami, esto es dando y dándolo
Sabes que tu corazón conmigo te hace bam bam
Sabe que esa beba 'tá buscando de mi bam bam
Ven prueba de mi boca para ver cómo te sabe
Quiero, quiero, quiero ver cuánto amor a ti te cabe
Yo no tengo prisa, yo me quiero dar el viaje
Empezamo' lento, después salvaje
Pasito a pasito, suave suavecito
Nos vamos pegando poquito a poquito
Cuando tú me besas con esa destreza
Veo que eres malicia con delicadeza
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito (oh oh)
Y es que esa belleza es un rompecabezas (oh no)
Pero pa' montarlo aquí tengo la pieza (slow, oh yeah)
Despacito (yeh, yo)
Quiero respirar tu cuello despacito (yo)
Deja que te diga cosas al oído (yo)
Para que te acuerdes si no estás conmigo
Despacito
Quiero desnudarte a besos despacito (yeh)
Firmar las paredes de tu laberinto
Y hacer de tu cuerpo todo un manuscrito (sube, sube, sube)
(Sube, sube) Oh
Quiero ver bailar tu pelo
Quiero ser tu ritmo (uh oh, uh oh)
Que le enseñes a mi boca (uh oh, uh oh)
Tus lugares favoritos (favoritos, favoritos baby)
Déjame sobrepasar tus zonas de peligro (uh oh, uh oh)
Hasta provocar tus gritos (uh oh, uh oh)
Y que olvides tu apellido
Despacito
Vamo' a hacerlo en una playa en Puerto Rico
Hasta que las olas griten ""Ay, bendito""
Para que mi sello se quede contigo (báilalo)
Pasito a pasito, suave suavecito (hey yeah, yeah)
Nos vamos pegando, poquito a poquito (oh no)
Que le enseñes a mi boca (uh oh, uh oh)
Tus lugares favoritos (favoritos, favoritos baby)
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito
Hasta provocar tus gritos (eh-oh) (Fonsi)
Y que olvides tu apellido (DY)
Despacito"
2010,2017,April 1,"""Cuando un hombre te enamora""",Gloria Trevi ft. Alejandra Guzmán	,"No es cosa de juego
Lo que vengo a decirte mujer
Y es que al fin descubrí la verdad
Es cruda pero aquí está
Adivino quien eres
Hace tiempo que no estamos bien
Y quizás esto rompa mi vida
Pero prefiero saber
Cuánto llevas tú con él
Y es que cuando un hombre te enamora
Te ciega, te amarra a su voluntad
Y crees que siempre te amará, pero al final
Tan sólo crees en él y en nadie más
Cuando te enamora y miente
La herida puede ser mortal
Pero él nos miente a las dos
Jurémonos, ni tú ni yo vamos a perdonar jamás
Ya llevamos años, nuestro aniversario fue ayer
Ahora entiendo esos viajes frecuentes que nunca perdonaré
Y a mí me engaño también
Y es que cuando un hombre te enamora
Te ciega, te amarra a su voluntad
Y crees que siempre te amará, pero al final
Tan sólo crees en él y en nadie más
Cuando te enamora y miente
La herida puede ser mortal
Pero él nos miente a las dos
Jurémonos, ni tú ni yo vamos a perdonar jamás
Y es que cuando un hombre te enamora (te parte)
Te ciega (te quita), te amarra a su voluntad (la libertad)
Y crees que siempre te amará, pero al final
Tan sólo crees en él y en nadie más
Cuando te enamora y miente
La herida puede ser mortal
Pero él nos miente a las dos (a las dos)
Jurémonos, ni tú ni yo vamos a perdonar jamás
Cuando te enamora y miente
La herida puede ser mortal
Pero él nos miente a las dos (a las dos)
Jurémonos (jurémonos)
Ni tú ni yo vamos a perdonar jamás
Yo no lo quiero perder (jamás)
Yo no lo puedo perder (jamás)
Yo no lo quiero perder (jamás)
Ni tú ni yo vamos a perdonar jamás"
2010,2017,May 1,"""Mi gente""",J Balvin & Willy William	,"Si el ritmo te lleva a mover la cabeza ya empezamos cómo es
Mi música no discrimina a nadie así que vamos a romper
Con lo mío todos se mueven
La fiesta la llevo en mis genes
Yo soy la reina de los nenes
Mi gente no se detiene, aquí nadie se quiere ir
Si el ritmo está en tu cabeza
Ahora suéltate y mueve los pies
Me encanta cuando el bajo suena
Empezamos a subir de
Toda mi gente se mueve
La fiesta la llevo en mis genes
Yo soy la reina de los nenes
Mi musica los tiene fuerte bailando y se baila así...
Tamo' rompiendo la discoteca
La fiesta no para, apenas comienza
C'est comme-ci, c'est comme-ça
Ma chèrie, la la la la la
Francia... Colombia... Houston (freeze)
J Balvin... Willy William... Beyoncé (freeze)
Los DJ's no mienten, le gusta a mi gente y eso se fue mundial (freeze)
No le bajamos, más nunca paramos es otro palo y
¿Y dónde está mi gente?
Mais fais bouger la tête
Azul, are you with me
Say yeah, yeah, yeah (un, dos, tres)
(Leggo') Ay yeah, yeah, yeah...
He say my body stay wetter than the
(Ocean) And he say that Creole in my body is like a
(Potion) I can be a beast or I can give you
(Emotion) But please don't question my
(Devotion) I been giving birth on these haters 'cause I'm
(Fertile) See these double Cs on this bag
(Murda) Want my double Ds in his bed
(Serta) If you really love me make an album about me, word up
Soon as I walk in
Boys start they talkin
Right as that booty sway (freeze)... Slay
Lift up your people
From Texas, Puerto Rico
Dem' islands to México
Mais fais bouger la tête (yeah, yeah, yeah)
¿Y dónde está mi gente? (yeah, yeah, yeah)
Say yeah, yeah, yeah (un, dos, tres)
(Leggo') Ay yeah, yeah, yeah...
Esquina a esquina, de ahí no' vamo' (de ahí no' vamo')
El mundo es grande pero lo tengo en mi' manos
Estoy muy duro, sí, ok, ahí vamos
Y con el tiempo nos seguimos elevando
Que seguimos rompiendo aquí
Esta fiesta no tiene fin
Botellas para arriba
(Sí) Mi gente no se detiene
¿Y dónde está mi gente?
Mais fais bouger la tête
Azul, are you with me
Say yeah, yeah, yeah (un, dos, tres)
(Leggo') Oh, yes, I am...
Worldwide
Willy William
J Balvin, man (uh huh)"
2010,2017,June 1,"""Perro fiel""",Shakira ft. Nicky Jam	,"Aquí estás
Ya no puedes detenerte
¿Dónde vas?
Si estoy loco por tenerte
Cómo lo iba a saber
Que te vería otra vez
Tú me confundes, no sé qué hacer
Yo lo que quiero es pasarla bien
Yo tengo miedo de que me guste
Y que vaya a enloquecer
Si eso pasa yo seguiré
Contigo aquí como un perro fiel
Yo tengo miedo de que me guste
Y que vaya a enloquecer
Te hablo en serio mai, no estoy jugando
Tanto tiempo pasa y nada
Estas ganas no me aguanto
Y aunque tú me esquives, yo te sigo deseando
Dicen que tú eres peligrosa
No le hago caso a esas cosas
Dime qué está pasando
Me tienes como un loco, soy un loco enamorado, eh
Quiero saber cuánto me vas a insistir
Y hasta dónde llegarías por mí
Siento mucho la espera
Pero valdrá la pena cuando te esté besando
De la manera que te mueves así
Yo te lo juro me voy a derretir
Tú sabes que soy buena
Por más que yo te esquive me sigues deseando
Tú me confundes, no sé qué hacer
Yo lo que quiero es pasarla bien
Yo tengo miedo de que me guste
Y que vaya a enloquecer
Si eso pasa yo seguiré
Contigo aquí como un perro fiel
Yo tengo miedo de que me guste
Y que vaya a enloquecer
Enloque-que-quecer
Yo no pido nada extraordinario
Solo un hombre de verdad
Que se tire por mí al barro
Que cambie las bombillas o hasta que me lave el carro
Quiero un tipo atento y cariñoso
Pero que no sea muy celoso
Que en la calle sea un príncipe
Pero que en mi cama sea salvaje y peligroso
Puedes pedir lo que quieras de mí
Yo haría lo que fuera para ti
Siento mucho la espera
Pero valdrá la pena cuando te esté besando
Yo estoy seguro que estoy hecho pa' ti
Yo te lo juro no te haré sufrir
Como te dije nena
Por más que tú me esquives, te sigo deseando
Tú me confundes, no sé qué hacer
Yo lo que quiero es pasarla bien
Yo tengo miedo de que me guste
Y que vaya a enloquecer
Si eso pasa yo seguiré
Contigo aquí como un perro fiel
Yo tengo miedo de que me guste
Y que vaya a enloquecer
Enloque-que-quecer
Aquí estás
Ya no puedes detenerte
¿Dónde vas? (¡Oh!)
Si estoy loco por tenerte"
2010,2017,July 1,"""Primaveral""",Mon Laferte	,"¿Qué puedo decir al verte así?
No hay nada que me guste más que estar desnudos
Recién acabámos de hacer el amor
Y escuchamos mirando al techo esa canción
Que habla de si ésto será real
Que habla de si ésto es una locura
Que habla que tú ya colgaste tu armadura en mi portal
Días de amor primaveral
Humanos que son sentimental
Tiempo de mi bipolaridad, soy inestable pero sabes que te amo
Días de amor primaveral
Nadie me ha querido tan real
Eres lo mejor que me ha pasado
Y aunque sé que puedo ser insoportable
Cuando mi habitación alcanza para dos
Todo el universo calza bajo el mismo sol
Aveces todo es tan normal, tan tranquilo
No creo haberme visto antes, ahora me veo cuando te miro
Luego me preparo un té
Y me voy a tocar la guitarra
Tú te quedas dormido y te hago ésta canción para que estés tranquilo
Días de amor primaveral
Humanos que son sentimental
Tiempo de mi bipolaridad, soy inestable pero sabes que te amo
Días de amor primaveral
Nadie me ha querido tan real
Eres lo mejor que me ha pasado
Y aunque sé que puedo ser insoportable
Aveces me siento cansada
Y llego a tumbarme en la cama
Aveces me aburre la vida
Tú me haces más bellos los días"
2010,2017,August 1,"""Échame la Culpa""",Luis Fonsi ft. Demi Lovato	,"Hey Fonsi
Oh no (qué pasa Demi)
Hmm
Hey yeah
Tengo en esta historia algo que confesar
Ya entendí muy bien qué fue lo que pasó
Y aunque duela tanto, tengo que aceptar
Que tú no eres la mala, que el malo soy yo
No me conociste nunca de verdad
Ya se fue la magia que te enamoró
Y es que no quisiera estar en tu lugar
Porque tu error solo fue conocerme
No eres tú, no eres tú, no eres tú, soy yo (soy yo)
No te quiero hacer sufrir
Es mejor olvidar y dejarlo así (así)
Échame la culpa
No eres tú, no eres tú, no eres tú, soy yo (soy yo)
No te quiero hacer sufrir
Es mejor olvidar y dejarlo así (así)
Échame la culpa
Ok
I don't really, really wanna fight anymore
I don't really, really wanna fake it no more
Play me like The Beatles, baby, just let it be
So come and put the blame on me, yeah
I don't really, really wanna fight anymore
I don't really, really wanna fake it no more
Play me like The Beatles, baby, just let it be
So come and put the blame on me, yeah
No eres tú, no eres tú, no eres tú, soy yo (soy yo)
No te quiero hacer sufrir
Es mejor olvidar y dejarlo así (así)
Échame la culpa
No eres tú, no eres tú, no eres tú, soy yo (soy yo)
No te quiero hacer sufrir
Es mejor olvidar y dejarlo así (así)
Échame la culpa
Solamente te falta un beso
Solamente te falta un beso
Ese beso que siempre te prometí
Échame la culpa
Solamente te falta un beso
Solamente te falta un beso
Ese beso que siempre te prometí
Échame la culpa
Ok
I don't really, really wanna fight anymore
I don't really, really wanna fake it no more
Play me like The Beatles, baby, just let it be
So come and put the blame on me, yeah
I don't really, really wanna fight anymore
I don't really, really wanna fake it no more
Play me like The Beatles, baby, just let it be
So come and put the blame on me, yeah
No eres tú, no eres tú, no eres tú, soy yo (soy yo)
No te quiero hacer sufrir
Es mejor olvidar y dejarlo así (así)
Échame la culpa
No eres tú, no eres tú, no eres tú, soy yo (soy yo)
No te quiero hacer sufrir
Es mejor olvidar y dejarlo así (así)
Échame la culpa
Solamente te falta un beso
Solamente te falta un beso
Ese beso que siempre te prometí
Échame la culpa
Solamente te falta un beso
Solamente te falta un beso
Ese beso que siempre te prometí
Échame la culpa"
2010,2017,September 1,"""Siempre te voy a querer""",Calibre 50	,"(Me han preguntadoQue si tú eres mi verdadero amor, y yo)
Yo les digo es el amor de mi vida
Gracias por quererme
Como yo te quiero
No me veo sin ti
Y no te exagero(Y sí, a lo mejor no todo es perfecto, pero)
Pero se soluciona con besos
Igual te hago enojar
Hasta a veces llorar
Más sabes que te amo
Y quiero que recuerdes esto
Siempre te voy a querer
Me aseguraré
De enamorarte cada día
Aún con mis defectos
Aún con mis locuras
Y mis tonterías
Siempre te voy a querer
Te voy a cuidar
Por el resto de mi vida
Hasta que la muerte
Un día nos separe
Yo voy a ser tuyo, y tú mía(Y es cierto a lo mejor)
(Y no todo es perfecto pero)
Pero se soluciona con besos
Igual te hago enojar
Hasta a veces llorar
Más sabes que te amo
Y quiero que recuerdes esto
Siempre te voy a querer
Me aseguraré
De enamorarte cada día
Aún con mis defectos
Aún con mis locuras
Y mis tonterías
Siempre te voy a querer
Te voy a cuidar
Por el resto de mi vida
Hasta que la muerte
Un día nos separe
Yo voy a ser tuyo, y tú mía"
2010,2017,October 1,"""Adiós amor""",Christian Nodal	,"Miro tus ojos y no eres feliz
Y tu mirada no sabe mentir
No tiene caso continuar así
Si no me amas es mejor partir
Desde hace tiempo ya nada es igual
No eres la misma y me tratas mal
Y ante mi Dios te podría jurar
Cuanto te quise y te quiero todavía
Adiós amor
Me voy de ti
Y esta vez para siempre
Me iré sin marcha atrás porque sería fatal
Adiós amor
Yo fui de ti
El amor de tu vida
Lo dijiste una vez
Me lo hiciste creer
Como me duele perderte
Me resignare a olvidarte
Porque me fallaste(Y ahí nos vemos mi reina)
Desde hace tiempo ya nada es igual
No eres la misma y me tratas mal
Y ante mi Dios te podia jurar
Cuanto te quise y te quiero todavía
Adiós amor
Me voy de ti
Y esta vez para siempre
Me iré sin marcha atrás porque sería fatal
Adiós amor
Yo fui de ti
El amor de tu vida
Lo dijiste una vez
Me lo hiciste creer
Como me duele perderte
Me resignaré a olvidarte
Porque me fallaste
Porque me fallaste
Porque me fallaste"
2010,2017,November 1,"""Durmiendo en el lugar equivocado""",La Adictiva Banda San José de Mesillas	,"Tal vez
Alguno de los dos ya este casado
Durmiendo en el lugar
Equivocado
Tal vez
También te han preguntado
Si existe alguien más
Y lo haz callado
Tal vez
Estamos en problemas
Tal vez hemos soñado
Una aventura
No importan los años
Amor de mi vida
Yo siempre te extraño
Después de ti
Ya no volví a hacer el amor
Me siento culpable
Me acuesto con alguien por obligación
Estoy confundido
Durmiendo con ella
Soñando contigo
Después de ti
Ya no volví a hacer el amor
Te juro mi vida
Desde que te fuiste, ya no soy quien soy
Qué tal si nos vemos
Y nos escondemos
Qué tal si lo hacemos
Por última vez
Después de ti
Ya no volví a hacer el amor
Me siento culpable
Me acuesto con alguien por obligación
Estoy confundido
Durmiendo con ella
Soñando contigo
Después de ti
Ya no volví a hacer el amor
Te juro mi vida
Desde que te fuiste, ya no soy quien soy
Qué tal si nos vemos
Y nos escondemos
Qué tal si lo hacemos
Por última vez
Por última vez"
