Decade,Year,IssueDate,Song,Artist,Lyrics
1990,1990,February 1,"""La chica de humo""	",Emmanuel	,"Aun yo no sé quién es Lo deben saber mis pies
La siguen como las ratas
A la flauta de Hamelin
Para perderla después
No quiero hablar de este tema
Pero es mi mayor problema
Ella está siempre en portada
A toda planaCada mañana
En el diario de mis penas
Aah, me entiende Me tantea
Aah, aah se enciende
Coquetea
Se evapora
Y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, que no soy detective
La paso fatal
Mi chica de humo
Mi chica de humo
No escucha cuando hablo yo
Sus ojos dicen que no
Y luego me contradice
Por placer, para hacer
Que un día me ruborice
Yo ya dejé atrás los veinte
Y ella probablemente
No estamos para jugar
No me va a trastornar
Un crucigrama viviente
Aah, me entiende
Me tantea
Aah, aah se enciende
Coquetea
Se evapora
Y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, yo no soy detective
La paso fatal
Mi chica de humo
Mi chica de humo
Ah ah, y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, yo no soy detective
La paso fatalMi chica de humo
Mi chica de humo
(Y quién te crees que eres túSiempre tú, siempre igual)
Y siempre está todo mal
(Y quién te crees que eres túSiempre tú, siempre igual)
Y siempre está todo mal
(Y quién te crees que eres túSiempre tú, siempre igual)
Y siempre está todo mal
Ah, ah me entiende
Me tantea
Aah, aah se enciende
Coquetea
Se evapora
Y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, yo no soy detective
La paso fatal
Mi chica de humo
Mi chica de humo
Y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, yo no soy detective
La paso fatal
Yo no soy un detective
Mi chica de humo
Mi chica de humo
Mi chica de humo
Mi chica de humo
Mi chica de humo
Mi chica de humo"
1990,1990,March 1,"""La chica de humo""	",Emmanuel	,"Aun yo no sé quién es Lo deben saber mis pies
La siguen como las ratas
A la flauta de Hamelin
Para perderla después
No quiero hablar de este tema
Pero es mi mayor problema
Ella está siempre en portada
A toda planaCada mañana
En el diario de mis penas
Aah, me entiende Me tantea
Aah, aah se enciende
Coquetea
Se evapora
Y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, que no soy detective
La paso fatal
Mi chica de humo
Mi chica de humo
No escucha cuando hablo yo
Sus ojos dicen que no
Y luego me contradice
Por placer, para hacer
Que un día me ruborice
Yo ya dejé atrás los veinte
Y ella probablemente
No estamos para jugar
No me va a trastornar
Un crucigrama viviente
Aah, me entiende
Me tantea
Aah, aah se enciende
Coquetea
Se evapora
Y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, yo no soy detective
La paso fatal
Mi chica de humo
Mi chica de humo
Ah ah, y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, yo no soy detective
La paso fatalMi chica de humo
Mi chica de humo
(Y quién te crees que eres tú Siempre tú, siempre igual)
Y siempre está todo mal
(Y quién te crees que eres tú Siempre tú, siempre igual)
Y siempre está todo mal
(Y quién te crees que eres tú Siempre tú, siempre igual)
Y siempre está todo mal
Ah, ah me entiende
Me tantea
Aah, aah se enciende
Coquetea
Se evapora
Y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, yo no soy detective
La paso fatal
Mi chica de humo
Mi chica de humo
Y yo qué sé dónde va, dónde vive
Y todo está mal
Y siempre es igual
Y yo qué sé, yo no soy detective
La paso fatal
Yo no soy un detective
Mi chica de humo
Mi chica de humo
Mi chica de humo
Mi chica de humo
Mi chica de humo
Mi chica de humo"
1990,1990,April 1,"""Culpable o no""	",Luis Miguel	,"Precisamente ahora que tú ya te has ido
Me han dicho que has estado engañándome
¿Por qué de pronto tienes tantos enemigos?
¿Por qué tengo que andar disculpándote?
Si ellos están mintiendo, por favor, defiéndete
Yo sé que no lo harás, pues dicen la verdad
Es una pena, siempre seguirás doliéndome
Y culpable o no
¿Qué le puedo hacer ya?
Miénteme como siempre
Por favor, miénteme
Necesito creerte
Convénceme
Miénteme con un beso
Que parezca de amor
Necesito quererte
Culpable o no
No tengo ya derecho a reprocharte nada
Pues nada queda ya de ti, de mí, de ayer
Qué pena, nuestra historia pudo ser fantástica
Y ahora dime, mi amor
¿Quién te va a defender?
Miénteme como siempre
Por favor, miénteme
Necesito creerte
Convénceme
Miénteme con un beso
Que parezca de amor
Necesito quererte
Culpable o no
Miénteme como siempre
Por favor, miénteme
Necesito creerte
Convénceme
Miénteme con un beso
Que parezca de amor
Necesito quererte
Culpable o no"
1990,1990,April 15,"""Para amarnos más""	",Mijares	,"Juntos, la inmensidad
Un mundo, nuestra casa chica, el tiempo no importa porque
Siempre habrá un buen día
Para amarnos más
Juntos para inventar
A no aburrirnos
Desafiar las horas de un futuro incierto
Que solo nos sirve
Para amarnos más
Para amarnos más
Nos juramos juntos que aunque la vida pase
Los ríos corran y los pájaros emigren
Siempre habrá un buen día
Para amarnos más
Para amarnos más
Basta que te mire
Basta que te roce
Bastan nuestros cuerpos húmedos y tibios
Para amarnos más
Para amarnos más
Para amarnos más
Juntos la eternidad
Dos soledades
Un imán perfecto
Casi el egoísmo
Solo para amarnos
Para amarnos más
Para amarnos más
Nos juramos juntos que aunque la vida pase
Los ríos corran y los pájaros emigren
Siempre habrá un buen día
Para amarnos más
Para amarnos más
Basta que te mire
Basta que te roce
Bastan nuestros cuerpos húmedos y tibios
Para amarnos más
Para amarnos más
Para amarnos más"
1990,1990,May 1,"""Cuando llega el amor""	",Lucero	,"Corre galopa sin control
Aquel a quien llaman el amor
Y sigue saltando más y más
Cuando la tiras se vuelve a levantar
Mágica lección que es imposible de olvidar
Igual viene que se va
Dime quién sabe cuándo llega el amor
Quién sabe qué camino eligió
Si se lo lleva el tiempo, o es solo un cuento
Dime
Quién sabe cuándo llega el amor
Si llega solitario, o con repuesto
Si viene herido y busca un presor
Llega directo al corazón
Sin una tarjeta de presentación
Y lleva las riendas del dolor
Es fiel radiador de la imaginación
Mágica lección que es imposible de olvidar
Igual viene, que se va
Dime quién sabe cuándo llega el amor
Quién sabe qué camino eligió
Si se lo lleva el tiempo, o es solo un cuento
Dime
Quién sabe cuándo llega el amor
Si llega solitario, o con repuesto
Si viene herido y busca un beso"
1990,1990,June 1,"""Cuando llega el amor""	",Lucero	,"Corre galopa sin control
Aquel a quien llaman el amor
Y sigue saltando más y más
Cuando la tiras se vuelve a levantar
Mágica lección que es imposible de olvidar
Igual viene que se va
Dime quién sabe cuándo llega el amor
Quién sabe qué camino eligió
Si se lo lleva el tiempo, o es solo un cuento
Dime
Quién sabe cuándo llega el amor
Si llega solitario, o con repuesto
Si viene herido y busca un presor
Llega directo al corazón
Sin una tarjeta de presentación
Y lleva las riendas del dolor
Es fiel radiador de la imaginación
Mágica lección que es imposible de olvidar
Igual viene, que se va
Dime quién sabe cuándo llega el amor
Quién sabe qué camino eligió
Si se lo lleva el tiempo, o es solo un cuento
Dime
Quién sabe cuándo llega el amor
Si llega solitario, o con repuesto
Si viene herido y busca un beso"
1990,1990,July 1,"""Tengo todo excepto a ti""	",Luis Miguel	,"Se ve, que no te voy
Se ve, que no me vas
Se ve que en realidad
Solo me quieres
Como a un amigo más
Como algo de siempre
Ya ves, me equivoqué
Creí que era feliz
Pensaba que yo lo tenía todo
Tantos amigos, caprichos
Amores locos
Tengo todo excepto a ti
Y el sabor de tu piel
Bella como el sol de abril
Qué absurdo el día en que soñé
Que eras para mí
Tengo todo excepto a ti
Y la humedad de tu cuerpo
Tú me has hecho porque sí
Seguir las huellas de tu olor
Loco por tu amor
Se ve, que no te voy
Se ve, que no me vas
Pues tengo todo
Menos tu mirada
Y sin tus ojos
Mis ojos ya no ven nada
Tengo todo excepto a ti
Y el sabor de tu piel
Bella como el sol de abril
Qué absurdo el día en que soñé
Que eras para mí
Me sobra juventud
Me muero por vivir
Pero me faltas tú
Tengo todo excepto a ti
Y la humedad de tu cuerpo
Tú me has hecho porque sí
Seguir las huellas de tu olor
Loco por tu amor"
1990,1990,September 1,"""Tengo todo excepto a ti""	",Luis Miguel	,"Se ve, que no te voy
Se ve, que no me vas
Se ve que en realidad
Solo me quieres
Como a un amigo más
Como algo de siempre
Ya ves, me equivoqué
Creí que era feliz
Pensaba que yo lo tenía todo
Tantos amigos, caprichos
Amores locos
Tengo todo excepto a ti
Y el sabor de tu piel
Bella como el sol de abril
Qué absurdo el día en que soñé
Que eras para mí
Tengo todo excepto a ti
Y la humedad de tu cuerpo
Tú me has hecho porque sí
Seguir las huellas de tu olor
Loco por tu amor
Se ve, que no te voy
Se ve, que no me vas
Pues tengo todo
Menos tu mirada
Y sin tus ojos
Mis ojos ya no ven nada
Tengo todo excepto a ti
Y el sabor de tu piel
Bella como el sol de abril
Qué absurdo el día en que soñé
Que eras para mí
Me sobra juventud
Me muero por vivir
Pero me faltas tú
Tengo todo excepto a ti
Y la humedad de tu cuerpo
Tú me has hecho porque sí
Seguir las huellas de tu olor
Loco por tu amor"
1990,1990,November 1,"""Cuidado con el corazón""	",Alejandra Guzmán	,"Luces frías de diamantes, ángel o demonio tú
Caes del cielo azul lentamente igual que un blues
No, no llores así
Aire casi irrespirable, calles del atardecer
Mitad hombre con mujer, flaco más que un alfiler
No, no llores así
Ten cuidado con el corazón
Aquí abajo en este mundo material
Te defiendes o te van a destrozar por nada
Ten cuidado con el corazón
Con las alas y con todo lo demás
Un descuido y te pueden desplumar, alerta
Brillas con reflejos de oro; tiemblas, tierno querubín
Te dejo mi saco gris y camino junto a ti
No, no llores así
Ten cuidado con el corazón
Aquí abajo en este mundo material
Te defiendes o te van a destrozar por nada
Ten cuidado con el corazón
Con las alas y con todo lo demás
Un descuido y te pueden desplumar, alerta"
1990,1990,November 15,"""Cuidado con el corazón""	",Alejandra Guzmán	,"Luces frías de diamantes, ángel o demonio tú
Caes del cielo azul lentamente igual que un blues
No, no llores así
Aire casi irrespirable, calles del atardecer
Mitad hombre con mujer, flaco más que un alfiler
No, no llores así
Ten cuidado con el corazón
Aquí abajo en este mundo material
Te defiendes o te van a destrozar por nada
Ten cuidado con el corazón
Con las alas y con todo lo demás
Un descuido y te pueden desplumar, alerta
Brillas con reflejos de oro; tiemblas, tierno querubín
Te dejo mi saco gris y camino junto a ti
No, no llores así
Ten cuidado con el corazón
Aquí abajo en este mundo material
Te defiendes o te van a destrozar por nada
Ten cuidado con el corazón
Con las alas y con todo lo demás
Un descuido y te pueden desplumar, alerta"
1990,1990,December 15,"""Alcanzar una estrella""	",Mariana Garza	,"Alcanzar una estrella
Una estrella perdida
Confundida en el cielo
Quiero que sepa mi pena
Lo que sufre en silencio
Lo que vive mi ser, no
Importa que este muy
Lejos si tengo yo su brillo
No importa la negra noche
Si ilumina mi destino
Si luces al lado de un ángel
Suspiro cantado más allá de
Este mundo, el aire huele
Al perfume que todo lo llena
Con su inspiración
No importa que este muy
Lejos, si tengo cerca su
Brillo no importa la negra noche
Si sé que eres mía en realidad
Los caminos se borran
Con el agua de una tormenta
La fama sabe de paso y se lleva
Tu juventud junto a tus ojos
No importa que este muy
Lejos, si tengo cerca su
Brillo no importa la negra noche
Si ilumina mi soledades
Los caminos se borran
Con el agua de una tormenta
La fama sabe de paso y se lleva
Tu juventud junto a tus ojos
Alcanzar una estrella
Alcanzarla con una canción
El arriba yo abajo
La distancia la trae el amor
Con una canción
Alcanzar una estrella
Alcanzarla con una canción
El arriba yo abajo
La distancia la trae el amor
Con una canción"
1990,1991,January 1,"""Bella señora""	",Emmanuel	,"Brillas tanto de noche encantadora(Si!)
Y te mueves segura
Y tu mirada que llena el aire de energía(Si!!)
Entre tierna y dura
Háblame de ti bella señora
Háblame de ti y de lo que sientes
Háblame de ti y de tus silencios
Háblame de ti y de tus amantes
Y de tus amantes
Y no te miras al espejo por la mañana(No!!)
Porque tienes miedo
Porque tu piel con el Sol ya no es de porcelana(No!!)
Como en el pasado
¡Es que soy muy mía!
Es minuto a minuto¡
¿Qué sientes tú?
!Un arrebato¡
Hasta que el mundo se acabe!
Poco a poco me acerco
Y me estalla el cuerpo
Háblame de ti bella señora
De tu mal secreto
De tu noche oscura
Yo te encuentro bella como una escultura
Señora solitaria
Señora solitaria
Háblame de ti bella señora
Háblame de ti sinceramente
Llévame contigo a tu misterio
Llévame contigo a tu apartamento
A tu apartamento
Mi paraíso perdido
Lo puedo ver en tiLo sé
No tienes nombre ni apellido
Si dejas resbalar tu vestido
¡Es que soy muy mía!
Es minuto a minuto¡
¿Qué sientes tú?
!Un arrebato¡
Hasta que el mundo se acabe!
Poco a poco me acerco
Y me estalla el cuerpo
Háblame de ti bella señora
De tu mal secreto
De tu noche oscura
Yo te encuentro bella como una escultura
Señora solitaria
Señora solitaria
Háblame de ti bella señora
De tu mal secreto
De tu noche oscura
Yo te encuentro bella como una escultura
Háblame de tiHáblame de ti
Háblame de ti bella señora
Yo te encuentro bella como una escultura
Yo te encuentro bella como una escultura
Señora solitariaSeñora solitaria
Háblame de ti bella señora
Yo te encuentro bella como una escultura
Háblame de ti bella señora"
1990,1991,February 15,"""¿Quién eres tú?""	",Yuri	,"¿Quien eres tu? 
Que llora en silencio
¿Quien eres tu? 
Que viene de lejos
Cansado de amar cansado de tanta espera
De un poco de paz en guerras de amor
Quien te ve no ve tu historia
¿Quien eres tu?
Yo se
Se que te amare como ame un día
Nunca te deje de pensar
Yo se quien eres tu...nunca te olvide
Nunca te me canse de esperar por tu amor
Hasta aquel día; y ese día es hoy
Quien dice adiós se olvida que el tiempo
Transforma en si, el no del silencio
La fuerza de amar esta hecha de movimientos
Y amar es hacer eterno el momento
Hoy yo se que todos los caminos los camine por ti.
Se que te amare como ame un día
Nunca te deje de pensar
Yo se quien eres tu...nunca te olvide
Nunca te me canse de esperar por tu amor
Hasta aquel día y ese día es hoy."
1990,1991,March 1,"""Hasta que te conocí (popurrí)""	",Juan Gabriel & Orquesta Sinfónica Nacional	,"No sabía, de tristezas, ni de lágrimas
Ni nada, que me hicieran llorar
Yo sabía de cariño, de ternura
Porque a mí desde pequeño
Eso me enseño mamá, eso me enseño mamá
Eso y muchas cosas más
Yo jamás sufrí, yo jamás lloré
Yo era muy feliz, yo vivía, yo vivía muy bien
Yo vivía tan distinto, algo hermoso
Algo divino, lleno de felicidad
Yo sabía de alegrías, la belleza de la vida
Pero no de soledad, pero no de soledad
Eso y muchas cosas más
Yo jamás sufrí, yo jamás lloré
Yo era muy feliz, yo vivía, yo vivía muy bien
Hasta que, hasta que te conocí
Vi la vida con dolor
No te miento fui feliz
Aunque con muy poco amor
Y muy tarde comprendí
Que no te debía amar jamás
Porque ahora pienso en ti
Más que ayer, pero mucho más
Hasta que te conocí
Vi la vida con dolor
No te miento fui feliz
Aunque con muy poco amor
Y muy tarde comprendí
Que no te debía amar
Porque ahora pienso en ti
Más que ayer, mucho más
Yo jamás sufrí
Yo jamás lloré
Yo era muy feliz
Pero te encontré
Ahora quiero que me digas
Si valió o no la pena
Haberte conocido
Porque no te creo más
Y es que tú fuiste muy mala
Sí, muy mala conmigo
Por eso no te quiero
No te quiero ver jamás
Vete, vete, vete, vete
Vete de mi pena
Vete, no te quiero
No te quiero ver jamás
Vete"
1990,1991,April 1,"""Burbujas de amor""	",Juan Luis Guerra & 440	,"Tengo un corazón
Mutilado de esperanza y de razón
Tengo un corazón
Que madruga adonde quiera
¡Ay, ay, ay, ay!
Y ese corazón
Se desnuda de impaciencia ante tu voz
Pobre corazón
Que no atrapa su cordura
Quisiera ser un pez
Para tocar mi nariz en tu pecera
Y hacer burbujas de amor por donde quiera
¡Oh!, pasar la noche en vela, mojado en ti
Un pez
Para bordar de corales tu cintura
Y hacer siluetas de amor bajo la Luna¡Oh!, saciar esta locura, mojado en ti
Canta, corazón
Con un ancla imprescindible de ilusión
Sueña, corazón
No te nubles de amargura
¡Ay, ay, ay, ay!
Y este corazón
Se desnuda de impaciencia ante tu voz
Pobre corazón
Que no atrapa su cordura
Quisiera ser un pez
Para tocar mi nariz en tu pecera
Y hacer burbujas de amor por donde quiera
¡Oh!, pasar la noche en vela, mojado en ti
Un pez
Para bordar de corales tu cintura
Y hacer siluetas de amor bajo la Luna¡Oh!, saciar esta locura, mojado en ti
Una noche, para hundirnos hasta el fin
Cara a cara, beso a beso
Y vivir por siempre mojado en ti
Quisiera ser un pez
Para tocar mi nariz en tu pecera
Y hacer burbujas de amor por donde quiera¡Oh!, pasar la noche en vela, mojado en ti
Un pez
Para bordar de cayenas tu cintura
Y hacer siluetas de amor bajo la Luna¡Oh!, saciar esta locura, mojado en ti
(Para tocar mi nariz en tu pecera)
(Y hacer burbujas de amor por donde quiera)
¡Oh!, pasar la noche en vela, mojado en tiUn pez(Para bordar de cayenas tu cintura)
(Y hacer siluetas de amor bajo la Luna
)¡Oh!, vaciar esta locura, mojado en ti"
1990,1991,May 1,"""Burbujas de amor""	",Juan Luis Guerra & 440	,"Tengo un corazón
Mutilado de esperanza y de razón
Tengo un corazón
Que madruga adonde quiera
¡Ay, ay, ay, ay!
Y ese corazón
Se desnuda de impaciencia ante tu voz
Pobre corazón
Que no atrapa su cordura
Quisiera ser un pez
Para tocar mi nariz en tu pecera
Y hacer burbujas de amor por donde quiera
¡Oh!, pasar la noche en vela, mojado en ti
Un pez
Para bordar de corales tu cintura
Y hacer siluetas de amor bajo la Luna¡Oh!, saciar esta locura, mojado en ti
Canta, corazón
Con un ancla imprescindible de ilusión
Sueña, corazón
No te nubles de amargura
¡Ay, ay, ay, ay!
Y este corazón
Se desnuda de impaciencia ante tu voz
Pobre corazón
Que no atrapa su cordura
Quisiera ser un pez
Para tocar mi nariz en tu pecera
Y hacer burbujas de amor por donde quiera
¡Oh!, pasar la noche en vela, mojado en ti
Un pez
Para bordar de corales tu cintura
Y hacer siluetas de amor bajo la Luna¡Oh!, saciar esta locura, mojado en ti
Una noche, para hundirnos hasta el fin
Cara a cara, beso a beso
Y vivir por siempre mojado en ti
Quisiera ser un pez
Para tocar mi nariz en tu pecera
Y hacer burbujas de amor por donde quiera¡Oh!, pasar la noche en vela, mojado en ti
Un pez
Para bordar de cayenas tu cintura
Y hacer siluetas de amor bajo la Luna¡Oh!, saciar esta locura, mojado en ti
(Para tocar mi nariz en tu pecera)
(Y hacer burbujas de amor por donde quiera)
¡Oh!, pasar la noche en vela, mojado en tiUn pez(Para bordar de cayenas tu cintura)
(Y hacer siluetas de amor bajo la Luna
)¡Oh!, vaciar esta locura, mojado en ti"
1990,1991,July 1,"""Bachata rosa""	",Juan Luis Guerra & 440	,"Te regalo una rosa
La encontré en el camino
No sé si está desnuda
O tiene un solo vestido
No, no lo sé
Si la riega el verano
O se embriaga de olvido
Si alguna vez fue amada
O tiene amor escondido
Ay, ay, ay, ay, amor
Eres la rosa que me da calor
Eres el sueño de mi soledad
Un letargo de azul
Un eclipse de mar, pero
Ay, ay, ay, ay, amor
Yo soy satélite y tú eres mi Sol
Un universo de agua mineral
Un espacio de luz
Que solo llenas tú, ay, amor
Ay, ay, ay, ay
Ay, ay, ay, ay
Te regalo mis manos
Mis párpados caídos
El beso más profundo
El que se ahoga en un gemido, oh
Te regalo un otoño
Un día entre abril y junio
Un rayo de ilusiones
Un corazón al desnudo
Ay, ay, ay, ay, amor
Eres la rosa que me da calor
Eres el sueño de mi soledad
Un letargo de azul
Un eclipse de mar, pero
Ay, ay, ay, ay, amor
Yo soy satélite y tú eres mi Sol
Un universo de agua mineral
Un espacio de luz
Que solo llenas tú, ay, amor
Ay, ay, ay, ay, amor
Eres la rosa que me da calor
Eres el sueño de mi soledad
Un letargo de azul
Un eclipse de mar, pero
Ay, ay, ay, ay, amor
Yo soy satélite y tú eres mi Sol
Un universo de agua mineral
Un espacio de luz
Que solo llenas tú, ay, amor
Ay, ay, ay, ayAy, ay, ay, ay
Ay, ay, ay, ayAy, ay, ay, ay"
1990,1991,August 1,"""Electricidad""	",Lucero	,"Hay algo extraño en tu voz
Algo quizá en tu mirar
Es como bruma caliente
Que rosa mi mente
Amor, que será
No, no es un sueño lo se
Es demasiado real
Puedo sentir en mi alma
La prueba más firma de amor de verdad
Electricidad
Cuando tu me miras
Algo sobrenatural
Una sensación que me fascina
Electricidad
Cuando tu respiras
Algo que hacer hervir mi piel
Me hace desvariar y me domina
Ya no se si es verdad
O es que yo me lo invento
Pero llega hasta mí con total claridad
Pero si fuera que no
Que me engañaste y caí
Mejor morir en la arena
Merece la pena
Arriesgarse por ti
No no es un sueño lo se
Es demasiado real
Puedo sentir en mi alma
La prueba más firme
De amor de verdad
Electricidad
Cuando tu me miras
Algo sobrenatural
Una sensación que me fascina
Electricidad
Cuando tu respirar
Algo que hacer hervir mi piel
Me hace desvariar y me domina
Ya no se si es verdad
O es que yo me lo invento
Pero llega hasta mí con total claridad
Ya lo creo
Electricidad"
1990,1991,September 1,"""Electricidad""	",Lucero	,"Hay algo extraño en tu voz
Algo quizá en tu mirar
Es como bruma caliente
Que rosa mi mente
Amor, que será
No, no es un sueño lo se
Es demasiado real
Puedo sentir en mi alma
La prueba más firma de amor de verdad
Electricidad
Cuando tu me miras
Algo sobrenatural
Una sensación que me fascina
Electricidad
Cuando tu respiras
Algo que hacer hervir mi piel
Me hace desvariar y me domina
Ya no se si es verdad
O es que yo me lo invento
Pero llega hasta mí con total claridad
Pero si fuera que no
Que me engañaste y caí
Mejor morir en la arena
Merece la pena
Arriesgarse por ti
No no es un sueño lo se
Es demasiado real
Puedo sentir en mi alma
La prueba más firme
De amor de verdad
Electricidad
Cuando tu me miras
Algo sobrenatural
Una sensación que me fascina
Electricidad
Cuando tu respirar
Algo que hacer hervir mi piel
Me hace desvariar y me domina
Ya no se si es verdad
O es que yo me lo invento
Pero llega hasta mí con total claridad
Ya lo creo
Electricidad"
1990,1991,October 1,"""Déjame llorar""	",Ricardo Montaner	,"Cuánto vacío hay en esta habitación
Tanta pasión colgada en la pared
Cuánta dulzura diluyéndose en el tiempo
Tantos otoños contigo y sin ti solo
Millones de hojas cayendo en tu cuerpo
Otoños de llanto goteando en tu piel
Oh Iluminada y eterna, enfurecida y tranquila
Sobre una alfombra de hierba
Ibas volando dormida
Un imposible silencio enmudeciendo mi vida
Con una lágrima tuya y una lágrima mía¡
Iluminada y eterna enfurecida y tranquila
Sobre una alfombra de hierba
Ibas volando dormida
Con una estrella fugaz te confundí la otra noche
Y te pedí tres deseos mientras duraba tu luz!
Déjame llorar, déjame llorar por ti, déjame llorar, uhh
Cuántas nostalgias durmiendo en el desván
He declarado mi vida en soledad
Hago canciones de amor que nunca olvido
Pues sobre nubes de otoño las escribo solo
Millones de hojas cayendo en tu cuerpo
Otoños de llanto goteando en tu piel, ohhh
Iluminada y eterna, enfurecida y tranquila
Sobre una alfombra de hierba
Ibas volando dormida
Un imposible silencio enmudeciendo mi vida
Con una lágrima tuya y una lágrima mía¡
Iluminada y eterna enfurecida y tranquila
Sobre una alfombra de hierba
Ibas volando dormida
Con una estrella fugaz te confundí la otra noche
Y te pedí tres deseos mientras duraba tu luz
!Déjame llorar, déjame llorar, déjame llorar, déjame llorar"
1990,1991,November 1,"""Vuela, vuela""	",Magneto	,"Cuando pienses que el amor
Se ha olvidado de que estas ahí
Vuela, vuela, con tu imaginación
Si no puedes ser feliz
No te rindas puedes recurrir
Vuela vuela, con tu imaginación
Volando encontrarás
Un mundo nuevo
Sólo déjate llevar
¡Vuela, vuela!
No te hace falta equipaje (vuela, vuela)
¡Vuela! (Vuela)Nadie controla tu imagen¡
Vuela, vuela!
Verás que todo es posible (vuela, vuela)
¡Vuela! (Vuela)
Despierta tu mente
Si estás solo en un rincón
Y la tristeza entra en tu corazón
Vuela vuela, con tu imaginación
Si andas buscando un lugar
Donde el cielo se una con el mar
Vuela vuela, con tu imaginación
Volando encontrarás
Un mundo nuevo
Sólo déjate llevar
¡Vuela, vuela
!No te hace falta equipaje (vuela, vuela)
¡Vuela! (Vuela)Nadie controla tu imagen
¡Vuela, vuela!
Verás que todo es posible (vuela, vuela)
¡Vuela! (Vuela)
Despierta tu mente
Volando encontrarás
Un mundo nuevo
Sólo déjate llevar
¡Vuela, vuela!
No te hace falta equipaje (vuela, vuela)
¡Vuela! 
(Vuela)Nadie controla tu imagen
¡Vuela, vuela!
Verás que todo es posible (vuela, vuela)
¡Vuela! (Vuela)Despierta tu mente
¡Vuela, vuela!
No te hace falta equipaje (vuela, vuela)
¡Vuela! (Vuela)
Nadie controla tu imagen
¡Vuela, vuela!"
1990,1991,December 1,"""Ya no""	",Lucero	,"Me pudiste conquistar con mirarme y nada más
Y tú ni caso
Para hacer de tu querer una flor de amanecer
Y tú ni caso
Me habrías hecho bailar
Lo que quisieras tocar
Ahora es demasiado tarde
Ya no lo siento tu hora pasó
Ya no te deseo entiéndelo
Ya no palabra lo puedes creer
No tenemos nada, nada que ver
Ya no seguro tu faz se borró
Si alguna vez fui tuya olvídalo
Ya no en serio tu tren se perdió
Todo se ha acabado entre tú y yo
Ya no
Me pudiste colocar como adorno que mirar
Y tú ni caso
Hacerme brisa de mar o una piel que acariciar
Y tú ni caso
Me habría puesto a tus pies
Sin preguntas ni porqués
Ahora es demasiado tarde
Ya no lo siento tu hora pasó
Ya no te deseo entiéndelo
Ya no palabra lo puedes creer
No tenemos nada nada que ver
Ya no seguro tu faz se borró
Si alguna vez fui tuya olvídalo
Ya no en serio tu tren se perdió
Todo se ha acabado entre tú y yo
Ya no"
1990,1991,December 15,"""Ya no""	",Lucero	,"Me pudiste conquistar con mirarme y nada más
Y tú ni caso
Para hacer de tu querer una flor de amanecer
Y tú ni caso
Me habrías hecho bailar
Lo que quisieras tocar
Ahora es demasiado tarde
Ya no lo siento tu hora pasó
Ya no te deseo entiéndelo
Ya no palabra lo puedes creer
No tenemos nada, nada que ver
Ya no seguro tu faz se borró
Si alguna vez fui tuya olvídalo
Ya no en serio tu tren se perdió
Todo se ha acabado entre tú y yo
Ya no
Me pudiste colocar como adorno que mirar
Y tú ni caso
Hacerme brisa de mar o una piel que acariciar
Y tú ni caso
Me habría puesto a tus pies
Sin preguntas ni porqués
Ahora es demasiado tarde
Ya no lo siento tu hora pasó
Ya no te deseo entiéndelo
Ya no palabra lo puedes creer
No tenemos nada nada que ver
Ya no seguro tu faz se borró
Si alguna vez fui tuya olvídalo
Ya no en serio tu tren se perdió
Todo se ha acabado entre tú y yo
Ya no"
1990,1992,January 1,"""Inolvidable""	",Luis Miguel	,"En la vida hay amores
Que nunca pueden olvidarse
Imborrables momentos
Que siempre guarda el corazón
Pero aquello que un día
Nos hizo temblar de alegría
Es mentira que hoy pueda olvidarse
Con un nuevo amor
He besado otras bocas
Buscando nuevas ansiedades
Y otros brazos extraños me estrechan
Llenos de emoción
Pero sólo consiguen hacerme
Recordar los tuyos
Que inolvidablemente vivirán en mí
Inolvidable
Inolvidable
Pero aquello que un día
Nos hizo temblar de alegría
Es mentira que hoy pueda olvidarse
Con un nuevo amor
He besado otras bocas
Buscando nuevas ansiedades
Y otros brazos extraños me estrechan
Llenos de emoción
Pero sólo consiguen hacerme
Recordar los tuyos
Que inolvidable mente vivirán en mi
Que inolvidable mente vivirán en mi"
